review_id,review,rating,date,bank,source,sentiment_label,sentiment_score,identified_theme
289,"Amole app has a great interface, very clean and navigable navigation.",4,2026-02-22,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
290,Smooth transfers and quick notifications. Highly recommended.,5,2026-03-02,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
291,Failed transfers. System says network error but my balance was deducted.,2,2026-04-19,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
292,"Awesome banking experience, fast navigation and secure transfers.",5,2026-02-07,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
293,"Amole app has a great interface, very clean and navigable navigation.",5,2026-04-17,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
294,"Amole app has a great interface, very clean and navigable navigation.",5,2026-03-31,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
295,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-01-20,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
296,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-02-17,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
297,Failed transfers. System says network error but my balance was deducted.,1,2026-05-03,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
298,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-04-09,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
299,Where is the fingerprint login? Typing my long password every time is annoying.,2,2026-05-04,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
300,Failed transfers. System says network error but my balance was deducted.,1,2026-05-01,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
301,Failed transfers. System says network error but my balance was deducted.,1,2026-03-04,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
302,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-02-05,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
303,Very slow transfer loading times today. App kept crashing during payments.,2,2026-04-22,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
304,Smooth transfers and quick notifications. Highly recommended.,5,2026-03-24,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
305,Please add biometric authentication like fingerprint sign in.,4,2026-03-14,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
306,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-02-14,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
307,Very slow transfer loading times today. App kept crashing during payments.,1,2026-01-31,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
308,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-04-01,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
309,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-02-10,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
310,Failed transfers. System says network error but my balance was deducted.,1,2026-04-19,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
311,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-01-03,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
312,"Amole app has a great interface, very clean and navigable navigation.",3,2026-04-29,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
313,"Great user interface, clean design, but login error pops up frequently.",2,2026-04-22,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
314,Please add biometric authentication like fingerprint sign in.,3,2026-04-15,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
315,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-02-06,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
316,Smooth transfers and quick notifications. Highly recommended.,5,2026-03-30,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
317,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-03-16,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
318,Failed transfers. System says network error but my balance was deducted.,1,2026-04-13,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
319,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-04-07,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
320,"Great user interface, clean design, but login error pops up frequently.",3,2026-02-06,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
321,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-03-04,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
322,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-01-02,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
323,"Amole app has a great interface, very clean and navigable navigation.",5,2026-04-24,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
324,"Great user interface, clean design, but login error pops up frequently.",3,2026-03-03,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
325,"Amole app has a great interface, very clean and navigable navigation.",4,2026-01-31,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
326,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-03-31,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
327,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-01-09,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
328,Very slow transfer loading times today. App kept crashing during payments.,1,2026-03-31,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
329,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-04-27,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
330,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-04-29,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
331,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-05-01,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
332,Smooth transfers and quick notifications. Highly recommended.,5,2026-02-11,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
333,"Great user interface, clean design, but login error pops up frequently.",4,2026-01-09,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
334,"Amole app has a great interface, very clean and navigable navigation.",3,2026-02-08,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
335,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-01-17,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
336,"Awesome banking experience, fast navigation and secure transfers.",4,2026-04-02,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
337,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-04-20,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
338,Please add biometric authentication like fingerprint sign in.,2,2026-04-29,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
339,"Amole app has a great interface, very clean and navigable navigation.",5,2026-01-16,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
340,Failed transfers. System says network error but my balance was deducted.,1,2026-01-07,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
341,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-01-10,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
342,Very slow transfer loading times today. App kept crashing during payments.,1,2026-01-21,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
343,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-03-27,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
344,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-03-12,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
345,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-01-16,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
346,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-03-27,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
347,Failed transfers. System says network error but my balance was deducted.,2,2026-03-02,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
348,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-01-03,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
349,Failed transfers. System says network error but my balance was deducted.,1,2026-02-18,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
350,"Amole app has a great interface, very clean and navigable navigation.",3,2026-01-18,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
351,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-01-08,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
352,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-01-07,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
353,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-03-10,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
354,Please add biometric authentication like fingerprint sign in.,3,2026-01-12,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
355,Very slow transfer loading times today. App kept crashing during payments.,1,2026-02-07,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
356,Where is the fingerprint login? Typing my long password every time is annoying.,2,2026-03-28,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
357,Very slow transfer loading times today. App kept crashing during payments.,2,2026-02-12,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
358,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-01-12,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
359,Please add biometric authentication like fingerprint sign in.,4,2026-03-05,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
360,"Awesome banking experience, fast navigation and secure transfers.",5,2026-03-26,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
361,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-03-31,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
362,Smooth transfers and quick notifications. Highly recommended.,4,2026-03-03,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
363,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-02-06,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
364,Failed transfers. System says network error but my balance was deducted.,1,2026-01-23,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
365,"Awesome banking experience, fast navigation and secure transfers.",4,2026-04-25,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
366,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-05-05,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
367,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-05-10,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
368,Smooth transfers and quick notifications. Highly recommended.,4,2026-01-29,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
369,Very slow transfer loading times today. App kept crashing during payments.,1,2026-03-01,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
370,Smooth transfers and quick notifications. Highly recommended.,4,2026-03-07,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
371,Failed transfers. System says network error but my balance was deducted.,2,2026-04-16,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
372,Failed transfers. System says network error but my balance was deducted.,1,2026-01-05,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
373,Failed transfers. System says network error but my balance was deducted.,1,2026-05-06,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
374,Failed transfers. System says network error but my balance was deducted.,1,2026-04-13,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
375,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-01-23,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
376,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-01-19,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
377,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-01-12,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
378,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-01-09,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
379,"Amole app has a great interface, very clean and navigable navigation.",3,2026-01-21,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
380,"Amole app has a great interface, very clean and navigable navigation.",3,2026-01-04,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
381,"Amole app has a great interface, very clean and navigable navigation.",3,2026-01-22,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
382,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-02-13,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
383,Very slow transfer loading times today. App kept crashing during payments.,2,2026-02-24,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
384,Please add biometric authentication like fingerprint sign in.,3,2026-05-09,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
385,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-04-05,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
386,"Amole app has a great interface, very clean and navigable navigation.",3,2026-03-22,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
387,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-03-22,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
388,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-03-12,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
389,"Amole app has a great interface, very clean and navigable navigation.",4,2026-01-01,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
390,Please add biometric authentication like fingerprint sign in.,4,2026-03-17,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
391,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-05-03,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
392,Please add biometric authentication like fingerprint sign in.,2,2026-03-16,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
393,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-04-06,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
394,"Great user interface, clean design, but login error pops up frequently.",2,2026-03-11,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
395,Please add biometric authentication like fingerprint sign in.,4,2026-03-05,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
396,Failed transfers. System says network error but my balance was deducted.,1,2026-02-01,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
397,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-01-09,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
398,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-04-12,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
399,Smooth transfers and quick notifications. Highly recommended.,5,2026-01-01,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
400,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-01-14,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
401,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-02-23,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
402,Failed transfers. System says network error but my balance was deducted.,1,2026-02-18,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
403,"Amole app has a great interface, very clean and navigable navigation.",3,2026-03-28,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
404,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-03-18,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
405,"Awesome banking experience, fast navigation and secure transfers.",5,2026-02-16,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
406,"Great user interface, clean design, but login error pops up frequently.",3,2026-01-24,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
407,"Awesome banking experience, fast navigation and secure transfers.",5,2026-03-04,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
408,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-04-12,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
409,Smooth transfers and quick notifications. Highly recommended.,4,2026-02-26,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
410,Very slow transfer loading times today. App kept crashing during payments.,2,2026-02-19,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
411,"Awesome banking experience, fast navigation and secure transfers.",5,2026-03-14,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
412,"Amole app has a great interface, very clean and navigable navigation.",5,2026-01-25,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
413,"Amole app has a great interface, very clean and navigable navigation.",3,2026-03-09,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
414,Very slow transfer loading times today. App kept crashing during payments.,1,2026-01-17,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
415,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-01-21,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
416,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-01-02,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
417,"Awesome banking experience, fast navigation and secure transfers.",5,2026-05-08,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
418,Failed transfers. System says network error but my balance was deducted.,1,2026-02-25,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
419,"Awesome banking experience, fast navigation and secure transfers.",4,2026-01-31,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
420,Please add biometric authentication like fingerprint sign in.,3,2026-04-25,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
421,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-01-22,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
422,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-04-08,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
423,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-03-10,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
424,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-03-20,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
425,"Great user interface, clean design, but login error pops up frequently.",2,2026-04-02,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
426,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-04-09,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
427,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-02-01,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
428,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-05-02,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
429,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-05-06,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
430,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-05-06,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
431,Please add biometric authentication like fingerprint sign in.,4,2026-05-07,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
432,Failed transfers. System says network error but my balance was deducted.,1,2026-05-01,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
433,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-02-20,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
434,Please add biometric authentication like fingerprint sign in.,3,2026-01-18,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
435,Failed transfers. System says network error but my balance was deducted.,1,2026-04-25,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
436,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-04-06,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
437,"Awesome banking experience, fast navigation and secure transfers.",4,2026-03-24,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
438,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-01-01,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
439,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-04-18,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
440,"Amole app has a great interface, very clean and navigable navigation.",4,2026-03-08,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
441,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-01-04,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
442,Very slow transfer loading times today. App kept crashing during payments.,1,2026-04-28,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
443,Failed transfers. System says network error but my balance was deducted.,2,2026-03-14,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
444,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-03-19,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
445,"Great user interface, clean design, but login error pops up frequently.",4,2026-05-06,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
446,Where is the fingerprint login? Typing my long password every time is annoying.,2,2026-04-20,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
447,Where is the fingerprint login? Typing my long password every time is annoying.,2,2026-02-11,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
448,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-04-01,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
449,Very slow transfer loading times today. App kept crashing during payments.,1,2026-04-05,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
450,"Amole app has a great interface, very clean and navigable navigation.",3,2026-01-19,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
451,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-03-27,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
452,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-04-29,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
453,Please add biometric authentication like fingerprint sign in.,3,2026-02-07,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
454,Please add biometric authentication like fingerprint sign in.,3,2026-01-13,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
455,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-04-12,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
456,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-01-15,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
457,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-05-10,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
458,Please add biometric authentication like fingerprint sign in.,3,2026-02-03,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
459,"Awesome banking experience, fast navigation and secure transfers.",4,2026-03-07,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
460,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-05-10,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
461,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-04-04,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
462,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-03-17,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
463,"Amole app has a great interface, very clean and navigable navigation.",5,2026-03-22,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
464,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-03-16,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
465,Failed transfers. System says network error but my balance was deducted.,1,2026-02-03,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
466,"Great user interface, clean design, but login error pops up frequently.",2,2026-04-15,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
467,Please add biometric authentication like fingerprint sign in.,2,2026-01-27,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
468,Very slow transfer loading times today. App kept crashing during payments.,2,2026-04-17,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
469,Failed transfers. System says network error but my balance was deducted.,1,2026-04-30,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
470,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-04-08,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
471,"Great user interface, clean design, but login error pops up frequently.",4,2026-04-16,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
472,Smooth transfers and quick notifications. Highly recommended.,5,2026-05-01,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
473,"Great user interface, clean design, but login error pops up frequently.",2,2026-04-26,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
474,Please add biometric authentication like fingerprint sign in.,3,2026-02-28,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
475,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-03-22,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
476,Where is the fingerprint login? Typing my long password every time is annoying.,2,2026-03-11,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
477,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-01-07,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
478,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-02-01,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
479,"Great user interface, clean design, but login error pops up frequently.",4,2026-04-26,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
480,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-03-06,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
481,Very slow transfer loading times today. App kept crashing during payments.,1,2026-01-08,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
482,Please add biometric authentication like fingerprint sign in.,4,2026-01-06,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
483,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-04-11,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
484,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-03-28,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
485,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-02-22,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
486,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-02-12,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
487,Smooth transfers and quick notifications. Highly recommended.,5,2026-03-05,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
488,Failed transfers. System says network error but my balance was deducted.,1,2026-03-10,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
489,"Awesome banking experience, fast navigation and secure transfers.",5,2026-04-08,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
490,Failed transfers. System says network error but my balance was deducted.,1,2026-03-24,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
491,"Amole app has a great interface, very clean and navigable navigation.",3,2026-03-16,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
492,"Awesome banking experience, fast navigation and secure transfers.",5,2026-01-24,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
493,"Awesome banking experience, fast navigation and secure transfers.",4,2026-02-20,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
494,"Amole app has a great interface, very clean and navigable navigation.",3,2026-02-14,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
495,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-02-05,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
496,"Great user interface, clean design, but login error pops up frequently.",4,2026-03-26,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
497,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-04-20,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
498,"Awesome banking experience, fast navigation and secure transfers.",5,2026-01-25,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
499,Very slow transfer loading times today. App kept crashing during payments.,1,2026-01-01,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
500,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-04-29,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
501,"Excellent app! Transfer speed is fantastic, love the security updates.",4,2026-02-23,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
502,Failed transfers. System says network error but my balance was deducted.,2,2026-03-18,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
